tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
na,PT9878,EtonHouse Pre-School Pte Ltd,PT,Private Operators,CC,68463322,michelle.hui@etonhouse.edu.sg,"718,MOUNTBATTEN ROAD,437738",437738,https://www.etonhouse.edu.sg/school/nature-preschool/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,11/2/2025,na
na,PT9892,Cambridge @ Holland Pte Ltd,PT,Private Operators,CC,86177667,Holland@cambridge.school,"170,GHIM MOH ROAD,#05-02,ULU PANDAN COMMUNITY BUILDING,279621",279621,na,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,11/2/2025,na
na,PT9775,Faith Methodist Preschool,PT,Private Operators,CC,97976934,pauline.chia@methodistpreschools.org,"400,COMMONWEALTH DRIVE,#2FAITH METHODIST CHURCH,149604",149604,https://methodistpreschools.org,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,11/2/2025,na
na,PT9776,Toa Payoh Methodist Preschool,PT,Private Operators,KN,63532651,janice.lim-raj@methodistpreschools.org,"480,LORONG 2 TOA PAYOH,#02-17,TOA PAYOH METHODIST CHURCH,319641",319641,https://methodistpreschools.org/toapayoh,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,08:00-14:15,na,na,No,No,Yes,No,11/2/2025,na
na,PT9774,Sengkang Methodist Preschool,PT,Private Operators,KN,98477046,joanne.low@methodistpreschools.org,"31,ANCHORVALE ROAD,545056",545056,https://methodistpreschools.org/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,08:00-16:00,na,na,No,Yes,Yes,Yes,11/2/2025,na
na,PT9477,HOUSE ON THE HILL PTE. LTD.,PT,Private Operators,CC,88174679,nurulfitton@houseonthehill.com.sg,"2H,BALMORAL CRESCENT,259887",259887,na,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,11/2/2025,na
na,PT8650,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,PT,Private Operators,CC,65877142,lshtmj@littleskoolhouse.com,"300,TAMPINES AVENUE 5,#04-02,NTUC INCOME TAMPINES JUNCTION,529653",529653,https://www.littleskoolhouse.com/our-centres/at-tampines-junction/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,Yes,Yes,Yes,11/2/2025,na
na,RC1715,HEALTHY START CHILD DEVELOPMENT CENTRE,RC,Not-for-Profit Organisation,CC,62702443,angeline@beyond.org.sg,"120,BUKIT MERAH VIEW,#01-04,152120",152120,www.beyond.org.sg,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Full,Limited,Limited,Full,Limited,Available,Available,Limited,Limited,Limited,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),na,No,07:00-19:00,na,na,No,No,Yes,No,11/2/2025,na
na,PT9909,Ace @ Work Childcare Pte Ltd (TMP939),PT,Private Operators,CC,69001611,ace.tmp939@gmail.com,"939,TAMPINES AVENUE 5,#01-167,TAMPINES PALMSVILLE,520939",520939,https://www.aceatwork.com.sg,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:30,07:00-14:00,na,No,No,Yes,Yes,11/2/2025,na
na,PT9231,MAPLE BEAR PLAYHOUSE PTE. LTD.,PT,Private Operators,CC,66556777,principal-alexandra@maplebear.sg,"354,ALEXANDRA ROAD,#01-19,ALEXIS,159948",159948,www.MapleBear.sg/Alexandra,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,11/2/2025,na
na,PT9206,Little Paddington Preschool Balmoral Private Limited,PT,Private Operators,CC,93928088,matilda.lefort@littlepaddington.com,"271,BUKIT TIMAH ROAD,#02-16,BALMORAL PLAZA,259708",259708,https://www.littlepaddington.com/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,No,11/2/2025,na
na,PT9057,SHEFFIELD KIDSWORLD (ST ANNE) PTE. LTD.,PT,Private Operators,CC,65751072,skw@sheffieldkidsworld.com,"1,ST. ANNE'S WOOD,545271",545271,www.sheffieldkidsworld.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Tamil,Yes,07:00-19:00,na,na,No,No,Yes,No,10/2/2025,na
na,PT9437,CREATIVE THINKERS PRESCHOOL PTE. LTD.,PT,Private Operators,CC,88890246,admin@creativethinkers.sg,"110,JALAN JURONG KECHIL,#01-03,Sweebie House,598606",598606,www.creativethinkers.sg,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Halal Food With No Beef (with Certification from MUIS),Chinese,Yes,07:00-19:00,na,na,No,Yes,Yes,No,10/2/2025,na
na,NT0460,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"170,HOUGANG AVENUE 1,#01-1481,530170",530170,https://www.myfirstskool.com/HC2-lifesg,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,10/2/2025,na
na,PT9819,Little Sprouts Montessori,PT,Private Operators,KN,81578375,info@littlesprouts.com.sg,"2,KOVAN ROAD,SIMON PLAZA,548008",548008,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Limited,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,na,Chinese,No,09:00-15:00,na,na,No,No,Yes,No,10/2/2025,na
na,RC1759,Tzu Chi Great Love Preschool (Yishun),RC,Not-for-Profit Organisation,CC,67596470,preschool_yishun@tzuchi.org.sg,"703,YISHUN AVENUE 5,#01-270,760703",760703,https://preschool.tzuchi.org.sg/,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Vegetarian,Chinese,Yes,07:00-19:00,08:00-14:00,na,No,No,Yes,Yes,10/2/2025,na
na,PT9490,Small Wonder Preschool Tampines North,PT,Private Operators,CC,67810270,caiyilam@smallwonderpreschool.com,"609A,TAMPINES NORTH DRIVE 1,#1-362,521609",521609,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,10/2/2025,na
na,ST0006,PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 183 (CC),ST,PCF Sparkletots Preschool Limited,CC,67676046,CW.CC.183@pcf.org.sg,"183,JELEBU ROAD,#01-38,670183",670183,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,10/2/2025,na
na,PT9340,LITTLE FOOTPRINTS PRESCHOOL ASIA PTE. LTD.,PT,Private Operators,CC,68171395,lfp_805keathong@babilou-family.sg,"805C,KEAT HONG CLOSE,#01-64,KEAT HONG PRIDE,683805",683805,https://littlefootprints.edu.sg/,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Limited,Available,Available,Available,Available,Available,Available,Limited,Available,Available,Available,Available,Available,Available,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,10/2/2025,na
na,PT6860,EUREKA SCHOOLHOUSE PTE LTD,PT,Private Operators,CC,65422561,sunbird@eurekaschoolhouse.com.sg,"02,SUNBIRD ROAD,487127",487127,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,3/2/2025,na
na,EB0001,E-BRIDGE PRE-SCHOOL PTE. LTD.,EB,E-Bridge Pre-school Pte. Ltd.,CC,64892141,116rivervale@e-bridge.edu.sg,"116A,RIVERVALE DRIVE,#01-08,541116",541116,https://info.e-bridge.edu.sg/registration-of-interest,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,10/2/2025,na
na,SK0022,Skool4Kidz Preschool,SK,Skool4Kidz Pte Ltd,CC,69312961,jessicalee@skool4kidz.com.sg,"606B,TAMPINES STREET 61,#01-404,TAMPINES GREENRIDGES,522606",522606,https://skool4kidz.com.sg/,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,10/2/2025,na
na,ST0350,PCF Sparkletots Preschool @ Nee Soon East Blk 223 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,62570231,NE.EY.223@pcf.org.sg,"223,Yishun St 21,#01-473,760223",760223,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,na,Chinese|Malay,No,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,9/2/2025,na
na,PT8160,FunLab Preschool (Bukit Timah) Pte. Ltd.,PT,Private Operators,CC,80901816,contact@funlabsg.com,"144,UPPER BUKIT TIMAH ROAD,#04-05,BEAUTY WORLD SHOPPING CENTRE,588177",588177,funlabsg.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,9/2/2025,na
na,PT9514,Agape Little Uni Gambas (Nordcom II),PT,Private Operators,CC,63530115,gambas@agapelittleuni.com,"2,GAMBAS CRESCENT,#01-15,NORDCOM TWO,757044",757044,www.agapelittleuni.com,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,7/2/2025,na
na,PT9171,First Steps Preschool @ Admiralty,PT,Private Operators,CC,63656535,admiralty@ourfirststeps.com.sg,"701,WOODLANDS DRIVE 40,#01-102,730701",730701,www.ourfirststeps.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,No,7/2/2025,na
na,KM0056,MOE Kindergarten @ Yangzheng,KM,MOE Kindergarten,KN,62846298,mk_yangzheng@moe.edu.sg,"15,SERANGOON AVENUE 3,YANGZHENG PRIMARY SCHOOL,556108",556108,https://www.yangzhengpri.moe.edu.sg/mk-at-yangzheng/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Full,Full,Limited,Limited,Limited,Others,Chinese|Malay|Tamil,No,07:00-19:00,na,na,No,No,Yes,Yes,7/2/2025,na
na,PT9353,SMI BERRIIS PRESCHOOL @JURONG WEST PTE LTD,PT,Private Operators,CC,62665917,supervisor_jw@smartmontessori.com.sg,"917,JURONG WEST STREET 91,#01-142,NANYANG EMERALD,640917",640917,www.smartberriis.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,7/2/2025,na
na,PT9806,Alpha Green Preschool Pte. Ltd,PT,Private Operators,CC,87719025,admissions@alphagreen.sg,"1,JALAN SIAP,FUYONG ESTATE,678541",678541,https://alphagreen.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),"Chinese|Others: Russian| German|Others: Russian, German",No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,No,7/2/2025,na
